model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2017,10699,Semi-Auto,9896,Petrol,145,57.7,1.0
 Fiesta,2017,11470,Manual,15600,Petrol,145,65.7,1.0
 Focus,2018,14000,Manual,5614,Petrol,145,60.1,1.0
 Focus,2018,13995,Manual,11612,Petrol,150,57.7,1.0
 Fiesta,2018,9890,Manual,10109,Petrol,145,64.2,1.1
 C-MAX,2017,12500,Manual,12928,Petrol,30,55.4,1.0
 Fiesta,2018,9299,Manual,18630,Petrol,150,64.2,1.1
 Fiesta,2019,15500,Manual,4551,Petrol,145,60.1,1.0
 Fiesta,2017,9295,Manual,16182,Petrol,0,65.7,1.0
 Kuga,2018,17795,Manual,17530,Diesel,145,60.1,2.0
 Fiesta,2014,7600,Manual,27741,Petrol,0,65.7,1.0
 Ka+,2017,7420,Manual,23882,Petrol,145,57.7,1.2
 Focus,2011,4490,Manual,89000,Petrol,150,47.9,1.6
 Fiesta,2015,8390,Manual,20000,Petrol,0,65.7,1.0
 C-MAX,2019,16000,Manual,12721,Petrol,145,48.7,1.0
 Fiesta,2018,12700,Manual,12038,Petrol,145,65.7,1.0
 Fiesta,2017,10000,Manual,11224,Petrol,145,54.3,1.2
 Focus,2018,13650,Manual,8761,Petrol,145,57.7,1.0
 Galaxy,2018,19000,Semi-Auto,32340,Diesel,150,52.3,2.0
 Focus,2017,18498,Manual,14441,Petrol,145,41.5,2.0
 Fiesta,2010,2998,Manual,94000,Petrol,125,50.4,1.2
 Focus,2016,9491,Manual,30380,Diesel,0,74.3,1.5
 Ka+,2017,6999,Manual,11504,Petrol,145,57.7,1.2
 Focus,2018,13400,Manual,8271,Petrol,145,60.1,1.0
 Focus,2019,16999,Manual,7865,Petrol,150,60.1,1.0
 EcoSport,2017,11750,Manual,14372,Petrol,145,53.3,1.0
 C-MAX,2017,10700,Manual,25043,Petrol,30,55.4,1.0
 Fiesta,2018,10490,Manual,14133,Petrol,145,65.7,1.0
 Grand C-MAX,2011,5995,Automatic,90000,Diesel,200,48.7,2.0
 Fiesta,2014,5999,Manual,59526,Petrol,0,65.7,1.0
 Mondeo,2016,8793,Manual,108000,Diesel,30,65.7,2.0
 Focus,2017,16899,Manual,16222,Diesel,145,67.3,2.0
 Focus,2019,16200,Manual,2982,Petrol,145,58.9,1.0
 Fiesta,2017,9500,Manual,15979,Petrol,0,65.7,1.0
 Fiesta,2014,7995,Manual,9873,Petrol,30,54.3,1.2
 Fiesta,2017,12391,Semi-Auto,11017,Petrol,0,57.7,1.0
 Ka+,2017,7499,Manual,12754,Petrol,145,57.7,1.2
 Edge,2016,17500,Manual,48585,Diesel,160,48.7,2.0
 B-MAX,2016,8495,Manual,5178,Petrol,145,47.1,1.4
 Edge,2017,19500,Manual,22457,Diesel,145,48.7,2.0
 EcoSport,2018,14750,Manual,6551,Petrol,145,54.3,1.0
 Kuga,2018,17498,Manual,13058,Diesel,145,54.3,1.5
 Focus,2018,13450,Manual,19729,Petrol,145,57.7,1.0
 Focus,2014,8483,Manual,48739,Petrol,20,60.1,1.0
 Focus,2019,20491,Manual,10699,Petrol,145,50.4,1.5
 Fiesta,2018,11500,Manual,13480,Petrol,145,56.5,1.0
 Fiesta,2016,9699,Manual,23149,Petrol,20,62.8,1.0
 Fiesta,2019,14700,Manual,2162,Petrol,150,56.5,1.0
 Focus,2019,17500,Manual,20,Petrol,145,58.9,1.0
 Focus,2019,15295,Automatic,8421,Petrol,145,50.4,1.0
 Mondeo,2018,13491,Manual,22976,Diesel,145,68.9,2.0
 Kuga,2019,18490,Manual,18694,Diesel,145,39.2,2.0
 EcoSport,2015,8790,Manual,35000,Petrol,125,53.3,1.0
 Kuga,2017,17990,Manual,10850,Diesel,125,60.1,2.0
 Kuga,2019,18799,Manual,5305,Petrol,145,39.2,1.5
 Grand C-MAX,2016,9793,Automatic,26035,Diesel,30,58.9,1.5
 Focus,2017,11298,Manual,2666,Petrol,20,61.4,1.0
 Focus,2016,10498,Manual,26076,Diesel,0,74.3,1.5
 S-MAX,2017,18699,Manual,26372,Diesel,145,56.5,2.0
 Fiesta,2019,14000,Manual,1384,Petrol,145,48.7,1.1
 Galaxy,2016,16620,Manual,40885,Diesel,125,56.5,2.0
 Fiesta,2013,4695,Manual,64256,Petrol,30,54.3,1.2
 Fiesta,2014,6880,Manual,25180,Petrol,30,54.3,1.2
 Kuga,2018,18495,Manual,11435,Diesel,145,54.3,1.5
 Focus,2016,13999,Manual,43150,Diesel,20,67.3,2.0
 EcoSport,2018,12460,Manual,22907,Petrol,145,54.3,1.0
 Fiesta,2018,11500,Manual,16385,Petrol,145,65.7,1.0
 C-MAX,2016,10587,Automatic,15370,Diesel,20,64.2,1.5
 Focus,2017,9800,Manual,24500,Petrol,20,60.1,1.0
 Kuga,2019,19995,Manual,3504,Petrol,145,35.3,1.5
 Kuga,2018,15295,Manual,6522,Petrol,145,45.6,1.5
 Kuga,2013,10000,Semi-Auto,65110,Diesel,205,45.6,2.0
 Focus,2017,11998,Semi-Auto,18978,Diesel,0,74.3,1.5
 Fiesta,2017,8998,Manual,13684,Petrol,125,54.3,1.2
 Focus,2017,11202,Manual,26500,Petrol,150,60.1,1.0
 EcoSport,2018,14721,Manual,8003,Petrol,145,51.4,1.0
 Kuga,2014,8995,Manual,50738,Diesel,145,53.3,2.0
 Fiesta,2018,8975,Manual,20884,Petrol,145,65.7,1.0
 Fiesta,2018,14481,Manual,8450,Petrol,145,60.1,1.0
 B-MAX,2016,8180,Manual,25558,Petrol,30,55.4,1.0
 Fiesta,2016,8990,Manual,7872,Petrol,0,65.7,1.0
 Kuga,2019,18500,Manual,1956,Diesel,145,38.2,2.0
 Fiesta,2017,10497,Manual,6698,Petrol,145,65.7,1.0
 B-MAX,2017,10699,Semi-Auto,11051,Petrol,145,44.1,1.6
 Kuga,2016,18495,Automatic,10713,Petrol,235,38.2,1.5
 Focus,2013,5750,Manual,61747,Petrol,20,58.9,1.0
 Fiesta,2014,10500,Semi-Auto,14751,Petrol,0,57.7,1.0
 Ka+,2018,9750,Manual,929,Petrol,145,48.7,1.2
 Fiesta,2019,15299,Manual,8308,Petrol,145,58.9,1.0
 Fiesta,2017,10990,Manual,18487,Petrol,145,65.7,1.0
 Ka+,2018,8500,Manual,7301,Petrol,145,57.7,1.2
 Fiesta,2018,8500,Manual,60000,Diesel,150,85.6,1.5
 EcoSport,2016,8700,Manual,42026,Petrol,125,53.3,1.0
 Fiesta,2018,11295,Manual,9708,Petrol,145,65.7,1.0
 Focus,2017,11650,Manual,22344,Petrol,150,51.4,1.5
 Focus,2018,13900,Manual,16071,Petrol,145,57.7,1.0
 Fiesta,2016,8000,Manual,24408,Petrol,0,65.7,1.0
 Kuga,2019,18500,Manual,9306,Diesel,145,45.6,1.5
 Focus,2019,17991,Manual,3276,Diesel,145,61.4,1.5
 Kuga,2019,19998,Automatic,8757,Petrol,145,28.8,1.5
 Fiesta,2016,7099,Manual,19245,Petrol,125,54.3,1.2
 Kuga,2014,10000,Manual,52634,Diesel,150,53.3,2.0
 EcoSport,2018,14295,Manual,17310,Petrol,145,54.3,1.0
 Fiesta,2017,11150,Semi-Auto,32358,Petrol,145,57.7,1.0
 Fiesta,2014,7749,Manual,37890,Petrol,0,65.7,1.0
 Focus,2019,14980,Manual,16000,Petrol,150,58.9,1.0
 Focus,2019,18898,Manual,8800,Petrol,150,51.4,1.5
 Focus,2019,18999,Manual,2200,Petrol,145,49.6,1.0
 Fiesta,2014,5698,Manual,51892,Petrol,30,54.3,1.2
 Fiesta,2015,9495,Manual,50460,Petrol,150,47.9,1.6
 Focus,2016,14990,Manual,40900,Petrol,200,41.5,2.0
 Focus,2017,19000,Manual,11717,Petrol,145,41.5,2.0
 Focus,2017,18160,Manual,17583,Petrol,145,41.5,2.0
 Ka+,2017,8495,Manual,7000,Petrol,150,57.7,1.2
 Fiesta,2017,9699,Manual,10516,Petrol,0,65.7,1.0
 C-MAX,2016,9698,Manual,36860,Diesel,20,68.9,1.5
 Fiesta,2015,6750,Manual,11900,Petrol,125,54.3,1.2
 Kuga,2017,17500,Manual,16391,Diesel,145,60.1,2.0
 Ka+,2017,7500,Manual,14689,Petrol,145,57.7,1.2
 Fiesta,2019,13998,Manual,10576,Petrol,145,58.9,1.0
 Fiesta,2015,8650,Manual,29022,Petrol,20,62.8,1.0
 KA,2013,3500,Manual,44846,Petrol,30,57.7,1.2
 Focus,2017,12500,Automatic,21697,Petrol,150,51.4,1.0
 Focus,2017,10587,Manual,50526,Diesel,0,74.3,1.5
 Puma,2019,25820,Manual,3000,Petrol,145,50.4,1.0
 Focus,2017,10490,Manual,34000,Diesel,20,70.6,2.0
 Fiesta,2018,14995,Automatic,15000,Petrol,145,48.7,1.0
 EcoSport,2019,15495,Manual,8963,Diesel,145,67.3,1.5
 EcoSport,2015,9000,Automatic,33161,Petrol,160,44.8,1.5
 Kuga,2017,15300,Manual,27256,Diesel,125,60.1,2.0
 Kuga,2017,15400,Manual,14850,Diesel,125,60.1,2.0
 Fiesta,2017,8400,Manual,9796,Petrol,150,54.3,1.2
 EcoSport,2019,16950,Automatic,1086,Petrol,145,44.1,1.0
 Fiesta,2016,10690,Automatic,13552,Petrol,30,57.7,1.0
 Mondeo,2015,9361,Manual,69894,Diesel,20,68.9,2.0
 C-MAX,2016,11290,Manual,25000,Petrol,30,55.4,1.0
 Focus,2018,16000,Manual,124,Petrol,145,60.1,1.0
 S-MAX,2017,17000,Manual,32882,Diesel,125,51.4,2.0
 Focus,2010,5295,Manual,64572,Petrol,265,37.7,1.0
 Grand C-MAX,2017,10498,Manual,35853,Diesel,30,64.2,1.5
 Kuga,2017,12200,Manual,48744,Diesel,125,60.1,2.0
 Fiesta,2017,8295,Manual,14200,Petrol,145,54.3,1.2
 Fiesta,2014,6495,Manual,44000,Petrol,30,54.3,1.2
 Fiesta,2017,9916,Manual,10868,Petrol,0,65.7,1.0
 Kuga,2017,15495,Semi-Auto,22704,Diesel,150,54.3,2.0
 Fiesta,2017,11390,Semi-Auto,18331,Petrol,145,54.3,1.0
 Focus,2017,9000,Manual,41482,Diesel,0,74.3,1.5
 Edge,2017,20495,Manual,19175,Diesel,150,48.7,2.0
 Fiesta,2016,8999,Manual,30209,Diesel,0,78.5,1.5
 Fiesta,2017,11450,Manual,2000,Petrol,145,65.7,1.0
 Fiesta,2017,7999,Manual,36987,Petrol,145,54.3,1.2
 Kuga,2015,13250,Manual,32748,Diesel,145,54.3,2.0
 Kuga,2018,17498,Manual,17662,Diesel,150,60.1,2.0
 Focus,2017,9999,Automatic,39198,Diesel,145,74.3,1.5
 EcoSport,2018,13400,Manual,3612,Petrol,150,53.3,1.0
 Fiesta,2016,6000,Manual,47613,Petrol,0,65.7,1.0
 Galaxy,2017,18799,Manual,33695,Diesel,125,56.5,2.0
 Fiesta,2016,9999,Manual,14063,Petrol,0,65.7,1.0
 Fiesta,2011,4495,Manual,62000,Petrol,150,48.7,1.4
 Focus,2017,11495,Automatic,21000,Petrol,150,51.4,1.0
 Focus,2016,14980,Manual,30968,Diesel,20,67.3,2.0
 Fiesta,2017,11298,Manual,16364,Petrol,0,65.7,1.0
 Fiesta,2020,14500,Manual,1400,Petrol,145,58.9,1.0
 Fiesta,2016,7750,Manual,36500,Petrol,0,65.7,1.0
 Fiesta,2013,5600,Manual,63884,Petrol,30,54.3,1.2
 Mondeo,2016,9999,Manual,54955,Diesel,0,78.5,1.5
 Fiesta,2017,8500,Manual,30052,Petrol,0,65.7,1.0
 Fiesta,2015,8669,Manual,16925,Petrol,0,65.7,1.0
 EcoSport,2019,16375,Manual,9391,Petrol,145,54.3,1.0
 Kuga,2017,15495,Manual,20530,Diesel,145,54.3,2.0
 Focus,2017,11991,Semi-Auto,8805,Petrol,145,51.4,1.0
 Focus,2016,11495,Manual,8389,Petrol,20,60.1,1.0
 EcoSport,2017,10495,Manual,33836,Petrol,145,52.3,1.0
 Focus,2018,10998,Manual,26648,Petrol,145,61.4,1.0
 Focus,2016,8298,Manual,49173,Diesel,0,74.3,1.5
 Fiesta,2017,9998,Manual,17227,Petrol,145,65.7,1.0
 S-MAX,2016,15895,Manual,34754,Diesel,125,56.5,2.0
 Fiesta,2004,2295,Manual,88936,Petrol,200,44.1,1.4
 Focus,2019,16000,Manual,7071,Petrol,150,60.1,1.0
 Focus,2010,2799,Manual,100900,Petrol,205,42.2,1.6
 Focus,2017,14295,Manual,36970,Petrol,200,41.5,2.0
 C-MAX,2017,11124,Manual,28249,Petrol,145,55.4,1.0
 Kuga,2018,16900,Manual,3736,Diesel,145,64.2,1.5
 Kuga,2019,23499,Semi-Auto,10105,Diesel,150,42.2,2.0
 Galaxy,2012,8773,Manual,39653,Petrol,235,39.2,1.6
 Focus,2019,15590,Manual,8895,Petrol,145,60.1,1.0
 Fiesta,2018,12995,Manual,26145,Petrol,145,62.8,1.0
 Kuga,2019,20495,Manual,50,Diesel,145,38.2,2.0
 B-MAX,2017,11495,Automatic,3800,Petrol,150,44.1,1.6
 Tourneo Custom,2018,19776,Manual,36199,Diesel,145,44.8,2.0
 Mondeo,2018,14399,Automatic,28391,Diesel,145,45.6,2.0
 Fiesta,2019,14999,Manual,4197,Petrol,145,60.1,1.0
 Fiesta,2014,6299,Manual,28543,Petrol,30,54.3,1.2
 S-MAX,2016,14995,Manual,32223,Diesel,125,56.5,2.0
 Focus,2019,18998,Automatic,22246,Diesel,150,64.2,2.0
 Focus,2017,11399,Manual,17980,Petrol,145,60.1,1.0
 Edge,2018,25999,Automatic,19458,Diesel,145,47.9,2.0
 C-MAX,2017,9650,Manual,42581,Diesel,20,68.9,1.5
 Fiesta,2017,9750,Manual,19476,Diesel,0,78.5,1.5
 Fiesta,2019,11000,Manual,19153,Petrol,150,56.5,1.0
 Fiesta,2019,13998,Manual,13024,Petrol,145,58.9,1.0
 Fiesta,2017,7770,Manual,16105,Petrol,125,54.3,1.2
 Kuga,2017,14498,Manual,19106,Diesel,145,64.2,1.5
 Galaxy,2017,17298,Manual,42580,Diesel,150,56.5,2.0
 Fiesta,2013,6000,Manual,34583,Petrol,30,54.3,1.2
 Fiesta,2018,11200,Manual,11741,Petrol,145,65.7,1.0
 Fiesta,2016,9698,Manual,19884,Petrol,0,65.7,1.0
 Kuga,2019,17998,Manual,6514,Diesel,150,45.6,1.5
 Edge,2016,17900,Manual,27500,Diesel,160,48.7,2.0
 Mustang,2018,30927,Automatic,9268,Petrol,145,23.5,5.0
 Kuga,2019,21790,Manual,11567,Diesel,145,37.7,2.0
 Fiesta,2018,9997,Manual,13040,Petrol,145,64.2,1.1
 Focus,2019,16998,Manual,16410,Petrol,145,60.1,1.0
 C-MAX,2016,9990,Manual,37249,Diesel,20,68.9,1.5
 Galaxy,2017,20627,Automatic,7743,Diesel,145,52.3,2.0
 Mustang,2018,29998,Manual,20847,Petrol,145,20.9,5.0
 Fiesta,2016,6495,Manual,15083,Petrol,30,54.3,1.2
 Fiesta,2018,12020,Manual,13040,Petrol,145,56.5,1.0
 Focus,2017,10498,Manual,17650,Petrol,145,61.4,1.0
 Fiesta,2016,5850,Manual,66115,Diesel,0,78.5,1.5
 Focus,2019,17990,Manual,5298,Petrol,150,60.1,1.0
 Fiesta,2017,8499,Manual,18227,Petrol,0,65.7,1.0
 Focus,2017,16995,Manual,39684,Diesel,150,67.3,2.0
 EcoSport,2016,7890,Manual,30035,Diesel,30,64.2,1.5
 Focus,2018,18890,Manual,1454,Petrol,145,41.5,2.0
 Fiesta,2015,9200,Semi-Auto,34808,Petrol,0,57.7,1.0
 Focus,2016,11989,Automatic,25913,Petrol,145,46.3,1.5
 Ka+,2018,9691,Manual,11881,Petrol,145,43.5,1.2
 Fiesta,2017,9190,Manual,24238,Petrol,20,62.8,1.0
 Focus,2018,13797,Manual,15230,Petrol,145,57.7,1.0
 Focus,2018,20370,Manual,13008,Petrol,145,41.5,2.0
 EcoSport,2017,11500,Manual,10126,Petrol,145,52.3,1.0
 Focus,2018,11491,Manual,21289,Petrol,145,60.1,1.0
 Fiesta,2018,10040,Manual,14028,Petrol,150,64.2,1.1
 Fiesta,2018,11899,Manual,16412,Petrol,145,65.7,1.0
 Focus,2018,18995,Manual,6317,Petrol,145,41.5,2.0
 Fiesta,2017,9500,Manual,37463,Petrol,150,65.7,1.0
 Focus,2017,10499,Manual,16016,Diesel,0,74.3,1.5
 Fiesta,2017,9899,Automatic,16303,Petrol,0,57.7,1.0
 S-MAX,2020,32999,Automatic,49,Diesel,145,43.5,2.0
 C-MAX,2017,12299,Manual,12035,Petrol,30,55.4,1.0
 Focus,2018,13500,Manual,12100,Petrol,150,57.7,1.0
 Grand Tourneo Connect,2017,14698,Manual,14801,Diesel,30,64.2,1.5
 Fiesta,2018,10495,Manual,15142,Petrol,145,65.7,1.0
 Focus,2018,13295,Manual,22406,Petrol,145,57.7,1.0
 Ka+,2018,8199,Manual,21000,Petrol,145,47.9,1.2
 Grand C-MAX,2016,10730,Manual,37021,Petrol,30,54.3,1.0
 Focus,2018,14000,Manual,14025,Diesel,145,74.3,1.5
 Ka+,2017,7999,Manual,12405,Petrol,30,57.7,1.2
 Fiesta,2017,9695,Manual,21803,Petrol,145,62.8,1.0
 Fiesta,2016,10498,Manual,22517,Petrol,0,65.7,1.0
 Focus,2019,18200,Automatic,11115,Petrol,150,41.5,1.0
 Focus,2017,11491,Manual,5178,Petrol,20,61.4,1.0
 Kuga,2018,15450,Manual,15574,Diesel,145,64.2,1.5
 Fiesta,2017,9980,Manual,5965,Petrol,150,65.7,1.0
 B-MAX,2017,9500,Manual,13909,Diesel,145,74.3,1.5
 Fiesta,2016,9230,Semi-Auto,20940,Petrol,145,47.9,1.6
 Fiesta,2018,8491,Manual,18000,Petrol,150,64.2,1.1
 Mondeo,2017,12999,Semi-Auto,27500,Diesel,125,58.9,2.0
 Fiesta,2019,13800,Manual,10521,Petrol,145,55.4,1.0
 Fiesta,2012,4999,Manual,41798,Petrol,150,48.7,1.4
 Kuga,2018,18995,Manual,8587,Diesel,150,47.9,2.0
 Fiesta,2017,9300,Manual,9918,Petrol,0,65.7,1.0
 Focus,2016,10499,Manual,17606,Diesel,0,74.3,1.5
 EcoSport,2018,12695,Manual,19030,Petrol,145,54.3,1.0
 Fiesta,2019,16000,Manual,6918,Petrol,145,58.9,1.0
 Edge,2019,32599,Semi-Auto,5542,Diesel,145,37.2,2.0
 Focus,2010,3485,Manual,90000,Diesel,30,62.8,1.6
 Fiesta,2019,12995,Semi-Auto,8946,Petrol,145,48.7,1.0
 Fiesta,2013,6100,Manual,48438,Petrol,30,54.3,1.2
 Fiesta,2016,7500,Manual,30762,Petrol,0,65.7,1.0
 Fiesta,2017,10069,Manual,17613,Petrol,145,62.8,1.0
 Focus,2017,11998,Manual,16121,Diesel,150,74.3,1.5
 Fiesta,2017,9750,Manual,8500,Petrol,145,65.7,1.0
 Focus,2017,10997,Manual,18676,Petrol,145,60.1,1.0
 Kuga,2018,17970,Manual,10718,Diesel,145,60.1,2.0
 Fiesta,2016,7200,Manual,33625,Diesel,0,78.5,1.5
 Fiesta,2017,9950,Manual,19147,Petrol,0,65.7,1.0
 Focus,2019,14491,Manual,11325,Petrol,145,58.9,1.0
 Focus,2017,17475,Manual,24550,Diesel,20,67.3,2.0
 Focus,2017,10990,Manual,22000,Petrol,145,60.1,1.0
 Fiesta,2018,15000,Manual,15026,Petrol,145,55.4,1.0
 Fiesta,2017,10120,Manual,8224,Petrol,145,65.7,1.0
 Focus,2017,10970,Semi-Auto,28774,Petrol,125,51.4,1.0
 Fiesta,2019,17498,Manual,3265,Petrol,145,58.9,1.0
 Focus,2015,7600,Manual,43919,Petrol,20,61.4,1.0
 Focus,2019,14498,Manual,13574,Petrol,145,58.9,1.0
 Kuga,2017,17397,Semi-Auto,23489,Diesel,145,54.3,2.0
 Focus,2013,11990,Manual,47729,Petrol,235,39.2,2.0
 Kuga,2018,18995,Automatic,16000,Petrol,145,38.2,1.5
 Puma,2019,23999,Manual,3000,Hybrid,150,50.4,0.0
 Kuga,2017,14500,Manual,31848,Diesel,145,54.3,2.0
 Kuga,2019,17400,Manual,9397,Diesel,145,45.6,1.5
 Focus,2018,14650,Manual,11144,Diesel,145,74.3,1.5
 Fiesta,2017,11998,Manual,6596,Petrol,0,65.7,1.0
 Fiesta,2015,8299,Manual,45500,Diesel,0,78.5,1.5
 Focus,2015,8995,Manual,38001,Petrol,20,60.1,1.0
 Kuga,2017,10990,Manual,32974,Diesel,150,64.2,1.5
 Mondeo,2017,15995,Automatic,11905,Petrol,160,44.8,1.5
 Fiesta,2017,8995,Manual,16537,Petrol,0,65.7,1.0
 Focus,2018,18991,Manual,19460,Diesel,145,67.3,2.0
 Kuga,2017,13697,Manual,22096,Diesel,30,64.2,1.5
 Galaxy,2017,17720,Semi-Auto,32582,Diesel,145,52.3,2.0
 Focus,2016,10800,Automatic,15903,Petrol,125,51.4,1.0
 Fiesta,2018,10291,Manual,8324,Petrol,145,64.2,1.1
 C-MAX,2017,11995,Manual,5111,Petrol,30,55.4,1.0
 Fiesta,2017,8150,Manual,27006,Petrol,125,54.3,1.2
 C-MAX,2018,11799,Manual,23800,Diesel,145,68.9,1.5
 Kuga,2017,16497,Manual,17407,Diesel,145,64.2,1.5
 Focus,2014,7730,Manual,47394,Diesel,20,67.3,1.6
 Focus,2007,6995,Manual,68000,Petrol,325,26.3,2.5
 Focus,2018,12991,Manual,15623,Petrol,150,57.7,1.0
 EcoSport,2016,10898,Manual,13093,Petrol,125,52.3,1.0
 EcoSport,2018,14500,Manual,9961,Petrol,145,54.3,1.0
 Mondeo,2015,10547,Manual,35226,Diesel,30,64.2,2.0
 C-MAX,2009,2280,Manual,89000,Petrol,200,40.9,1.6
 Fiesta,2016,7250,Manual,22440,Petrol,125,54.3,1.2
 Focus,2018,14199,Manual,21853,Diesel,145,74.3,1.5
 Fiesta,2017,12750,Semi-Auto,12687,Petrol,145,54.3,1.0
 C-MAX,2017,10599,Manual,37187,Diesel,145,68.9,1.5
 Focus,2017,13250,Semi-Auto,3038,Petrol,145,51.4,1.0
 Fiesta,2019,17500,Manual,7410,Petrol,150,40.3,1.5
 Fiesta,2017,10898,Manual,14523,Petrol,145,62.8,1.0
 Fiesta,2018,10790,Manual,12000,Petrol,145,65.7,1.0
 KA,2018,9250,Manual,7973,Petrol,150,57.7,1.2
 EcoSport,2018,14770,Semi-Auto,2500,Petrol,150,48.7,1.0
 Fiesta,2016,10195,Manual,15000,Petrol,0,65.7,1.0
 Fiesta,2018,9590,Manual,9864,Petrol,145,65.7,1.0
 Fiesta,2019,16000,Manual,6255,Petrol,145,55.4,1.0
 Kuga,2017,16065,Manual,11087,Diesel,125,60.1,2.0
 Focus,2018,15499,Manual,11000,Petrol,145,60.1,1.0
 Fiesta,2018,11300,Manual,13354,Petrol,145,65.7,1.0
 Tourneo Custom,2017,17995,Manual,33650,Diesel,235,44.1,2.0
 Kuga,2019,20300,Manual,8038,Diesel,145,39.2,2.0
 Fiesta,2016,8000,Manual,45375,Diesel,0,78.5,1.5
 Galaxy,2017,17650,Manual,24805,Diesel,125,56.5,2.0
 Kuga,2016,14499,Automatic,29386,Petrol,235,38.2,1.5
 EcoSport,2019,17620,Automatic,120,Petrol,145,45.6,1.0
 Fiesta,2018,9990,Manual,26886,Petrol,150,58.9,1.0
 Focus,2019,18250,Automatic,9996,Diesel,145,74.3,1.5
 Focus,2014,12750,Manual,33202,Petrol,235,39.2,2.0
 Fiesta,2013,6800,Manual,32638,Petrol,30,54.3,1.2
 Fiesta,2008,2695,Manual,78500,Petrol,145,47.1,1.2
 C-MAX,2017,11795,Manual,24000,Diesel,20,68.9,1.5
 Kuga,2019,18795,Manual,7452,Diesel,145,38.2,2.0
 Focus,2017,9900,Manual,21492,Petrol,20,61.4,1.0
 B-MAX,2017,8980,Manual,22522,Diesel,0,74.3,1.5
 Focus,2018,15790,Manual,46286,Petrol,150,41.5,2.0
 Kuga,2019,21999,Manual,6623,Diesel,145,47.9,2.0
 Focus,2018,11460,Manual,21742,Petrol,145,61.4,1.0
 Focus,2017,8895,Manual,29984,Petrol,20,61.4,1.0
 Fiesta,2017,7599,Manual,14226,Petrol,125,54.3,1.2
 Fiesta,2016,8600,Manual,19873,Petrol,125,54.3,1.2
 Edge,2018,22999,Automatic,15471,Diesel,145,48.7,2.0
 B-MAX,2013,5495,Semi-Auto,56950,Petrol,160,44.1,1.6
 EcoSport,2016,9790,Manual,16942,Petrol,125,52.3,1.0
 Kuga,2019,18399,Manual,7758,Diesel,145,47.9,2.0
 EcoSport,2018,14105,Manual,13953,Petrol,145,54.3,1.0
 Galaxy,2016,16798,Manual,19406,Diesel,125,56.5,2.0
 Kuga,2017,15295,Manual,23000,Diesel,150,54.3,2.0
 Focus,2018,19698,Manual,12011,Petrol,145,41.5,2.0
 Focus,2017,10491,Manual,15245,Petrol,20,61.4,1.0
 Fiesta,2018,10500,Manual,36238,Petrol,145,65.7,1.0
 Fiesta,2017,7365,Manual,26858,Petrol,145,54.3,1.2
 B-MAX,2017,8700,Manual,32204,Petrol,30,55.4,1.0
 Focus,2018,13231,Manual,11856,Petrol,145,57.7,1.0
 Fiesta,2016,8189,Manual,22887,Petrol,125,54.3,1.2
 Grand C-MAX,2016,10500,Automatic,13642,Diesel,30,58.9,1.5
 Kuga,2017,13995,Manual,21590,Diesel,150,60.1,2.0
 Focus,2019,20100,Manual,4905,Diesel,145,74.3,1.5
 Focus,2013,6995,Automatic,53200,Petrol,165,44.1,1.6
 Fiesta,2019,13800,Manual,5111,Petrol,145,58.9,1.0
 Mondeo,2017,10998,Manual,55611,Diesel,145,68.9,2.0
 Fiesta,2011,4295,Manual,86451,Petrol,145,48.7,1.4
 Mondeo,2016,13700,Automatic,36547,Diesel,125,57.7,2.0
 Focus,2016,11330,Manual,24903,Petrol,125,51.4,1.5
 C-MAX,2016,8995,Manual,56000,Diesel,20,68.9,1.5
 Fiesta,2015,10300,Manual,36569,Petrol,145,47.9,1.6
 Focus,2017,9890,Semi-Auto,39900,Diesel,145,74.3,1.5
 Fiesta,2018,10679,Manual,9820,Petrol,150,58.9,1.0
 Kuga,2017,16000,Manual,16988,Diesel,145,64.2,1.5
 S-MAX,2017,15795,Manual,32668,Diesel,125,56.5,2.0
 EcoSport,2019,16995,Manual,3254,Diesel,145,58.9,1.5
 Fiesta,2017,7990,Manual,47165,Petrol,0,65.7,1.0
 Focus,2015,7994,Manual,64612,Diesel,20,67.3,1.6
 C-MAX,2017,10495,Manual,11264,Petrol,145,55.4,1.0
 Galaxy,2017,18500,Automatic,19921,Diesel,145,52.3,2.0
 Fiesta,2017,8995,Manual,19128,Petrol,0,65.7,1.0
 Focus,2019,25498,Manual,4813,Petrol,145,34.5,2.3
 Fiesta,2016,9000,Manual,18903,Petrol,0,65.7,1.0
 C-MAX,2018,14000,Semi-Auto,5044,Diesel,145,58.9,2.0
 Grand C-MAX,2016,11390,Automatic,27571,Diesel,30,58.9,1.5
 Fiesta,2013,4998,Manual,72101,Petrol,30,54.3,1.2
 Focus,2019,17530,Automatic,7648,Petrol,145,47.9,1.5
 Fiesta,2019,14899,Manual,9063,Petrol,145,58.9,1.0
 Fiesta,2018,10000,Manual,30815,Petrol,145,65.7,1.0
 Focus,2017,12490,Manual,35981,Diesel,0,74.3,1.5
 EcoSport,2019,15984,Manual,6500,Petrol,145,51.4,1.0
 B-MAX,2016,8999,Manual,8629,Diesel,0,74.4,1.5
 Fiesta,2019,12495,Manual,13034,Petrol,145,58.9,1.0
 Galaxy,2019,22990,Semi-Auto,4960,Diesel,145,53.3,2.0
 Fiesta,2014,6791,Manual,27497,Petrol,30,54.3,1.2
